,id,title,original_language,release_date,popularity,vote_average,vote_count
6013,14024,Raise Your Voice,en,2004-08-10,14.762,6.5,785
6014,11281,Halloween II,en,1981-10-30,22.783,6.5,1773
6015,8748,Eagle vs Shark,en,2007-07-15,8.89,6.5,256
6016,920081,Megaboa,en,2021-11-26,11.345,6.5,434
6017,329712,The Measure of a Man,fr,2015-03-16,5.817,6.5,315
6018,5955,The Pledge,en,2001-01-19,12.083,6.5,885
6019,4729,The Gendarme Gets Married,fr,1968-10-30,11.833,6.5,504
6020,3638,No Reservations,en,2007-06-15,13.252,6.5,1132
6021,895001,The Whole Truth,th,2021-12-02,20.634,6.5,201
6022,594188,NiNoKuni,ja,2019-08-23,18.428,6.5,227
6023,522681,Escape Room,en,2019-01-03,28.964,6.5,4259
6024,447277,The Little Mermaid,en,2023-05-18,1748.227,6.5,1574
6025,375366,The Girl with All the Gifts,en,2016-09-23,19.964,6.5,1811
6026,282984,Irrational Man,en,2015-07-17,11.974,6.5,2247
6027,186929,Borgman,nl,2013-05-13,9.189,6.5,286
6028,12775,Flesh + Blood,en,1985-08-30,11.322,6.5,321
6029,11338,Into the Night,en,1985-02-22,10.774,6.5,243
6030,10652,Hamburger Hill,en,1987-08-07,16.843,6.5,391
6031,8643,The Exorcism of Emily Rose,en,2005-09-09,47.11,6.5,2504
6032,3877,Things We Lost in the Fire,en,2007-09-26,9.611,6.5,302
6033,6,Judgment Night,en,1993-10-15,11.714,6.5,295
6034,616037,Thor: Love and Thunder,en,2022-07-06,190.446,6.5,6324
6035,517088,Being the Ricardos,en,2021-12-10,10.604,6.5,547
6036,301365,The Neon Demon,en,2016-05-31,16.183,6.5,3493
6037,172386,Return to Nim's Island,en,2013-03-15,10.431,6.5,630
6038,10890,Stripes,en,1981-06-26,14.579,6.5,796
6039,10493,Dead Calm,en,1989-04-07,18.147,6.5,642
6040,1865,Pirates of the Caribbean: On Stranger Tides,en,2011-05-15,126.092,6.5,13011
6041,274857,King Arthur: Legend of the Sword,en,2017-05-10,35.505,6.5,5286
6042,87499,The East,en,2013-05-31,7.98,6.5,690
6043,44129,The Company Men,en,2010-10-21,10.065,6.5,636
6044,11681,The Two Missionaries,it,1974-12-21,12.372,6.5,232
6045,11027,The Postman Always Rings Twice,en,1981-03-20,11.658,6.5,429
6046,8446,Bugsy Malone,en,1976-07-22,6.585,6.5,244
6047,6538,Charlie Wilson's War,en,2007-12-19,15.47,6.5,1304
6048,401981,Red Sparrow,en,2018-02-28,49.864,6.5,5561
6049,399725,Ideal Home,en,2018-06-21,9.282,6.5,233
6050,245700,Mr. Turner,en,2014-10-31,8.593,6.5,472
6051,39145,Dragon Ball: Sleeping Princess in Devil's Castle,ja,1987-07-18,47.845,6.5,218
6052,14854,Lone Wolf McQuade,en,1983-04-15,15.814,6.5,305
6053,553604,Honest Thief,en,2020-09-03,27.067,6.5,1520
6054,206647,Spectre,en,2015-10-26,52.671,6.5,9829
6055,11814,Weird Science,en,1985-08-01,25.177,6.5,1229
6056,9445,Apt Pupil,en,1998-10-23,10.689,6.5,568
6057,807356,Watcher,en,2022-06-03,54.039,6.5,617
6058,581600,Spenser Confidential,en,2020-03-06,24.516,6.5,2077
6059,218425,Frequencies,en,2013-07-24,11.294,6.5,372
6060,38843,Ramona and Beezus,en,2010-07-23,12.915,6.5,724
6061,10800,Dragon Hunters,fr,2008-03-19,14.388,6.5,409
6062,9255,Hot Shots! Part Deux,en,1993-05-21,31.087,6.5,1654
6063,1893,Star Wars: Episode I - The Phantom Menace,en,1999-05-19,33.626,6.5,13427
6064,723072,Host,en,2020-12-04,48.763,6.5,757
6065,205022,Chennai Express,hi,2013-08-08,11.836,6.5,289
6066,36801,Cemetery Junction,en,2010-04-14,9.861,6.5,257
6067,13549,Burnt Offerings,en,1976-10-18,9.533,6.5,209
6068,12185,Heaven Can Wait,en,1978-06-28,8.697,6.5,344
6069,8413,Event Horizon,en,1997-08-15,29.205,6.5,2475
6070,8338,Blindness,en,2008-05-14,16.699,6.5,1156
6071,5680,"Elvira, Mistress of the Dark",en,1988-09-30,15.981,6.5,439
6072,2978,Ghostbusters II,en,1989-06-16,33.425,6.5,3893
6073,300155,A Royal Night Out,en,2015-05-14,8.85,6.5,280
6074,136400,2 Guns,en,2013-08-02,30.943,6.5,3786
6075,726208,Don't Listen,es,2020-07-24,21.674,6.5,673
6076,203793,Stalingrad,ru,2013-10-09,0.6,6.5,307
6077,70981,Prometheus,en,2012-05-30,59.395,6.5,11152
6078,55721,Bridesmaids,en,2011-05-13,24.839,6.5,4073
6079,46528,The Warrior's Way,en,2010-12-01,26.18,6.5,556
6080,16119,Cinderella III: A Twist in Time,en,2007-02-06,39.262,6.5,1143
6081,14136,The Love Bug,en,1968-12-23,17.358,6.5,520
6082,11364,Regarding Henry,en,1991-07-10,9.733,6.5,512
6083,10991,Pokémon 3: The Movie,ja,2000-07-08,28.122,6.5,573
6084,10503,Happy-Go-Lucky,en,2008-04-18,10.557,6.5,397
6085,10398,Double Jeopardy,en,1999-09-24,15.157,6.5,1132
6086,6950,Outbreak,en,1995-03-10,20.569,6.5,2020
6087,961484,Last Seen Alive,en,2022-05-19,76.584,6.5,758
6088,469274,Nicky Larson and the Cupid's Perfume,fr,2019-02-06,16.272,6.5,721
6089,112336,Hitchcock,en,2012-11-22,10.774,6.5,1378
6090,34560,Halloweentown High,en,2004-10-08,14.549,6.5,270
6091,10656,Subway,fr,1985-04-10,9.745,6.5,380
6092,1610,Fever Pitch,en,1997-04-04,7.017,6.5,217
6093,420634,Terrifier,en,2018-01-25,78.925,6.5,1652
6094,80389,Get the Gringo,en,2012-03-15,21.626,6.5,1475
6095,53319,What a Beautiful Day,it,2011-01-05,6.145,6.5,1427
6096,11348,Fragile,en,2005-10-14,14.289,6.5,516
6097,865,The Running Man,en,1987-11-13,41.623,6.5,2052
6098,330,The Lost World: Jurassic Park,en,1997-05-23,2.535,6.5,7658
6099,729720,The Last Mercenary,fr,2021-07-30,30.629,6.5,558
6100,575446,New Order,es,2020-10-22,11.344,6.5,290
6101,347629,Thank You for Your Service,en,2017-10-26,15.217,6.5,323
6102,271724,Hippocrates,fr,2014-09-03,6.699,6.5,434
6103,160139,Night Train to Lisbon,en,2013-03-07,10.262,6.5,362
6104,146216,RED 2,en,2013-07-18,33.617,6.5,3709
6105,27324,Pulse,ja,2001-02-03,13.16,6.5,400
6106,21309,River's Edge,en,1986-08-27,10.906,6.5,232
6107,14249,Revenge,en,1990-02-16,22.126,6.5,388
6108,12797,Ghost Town,en,2008-09-19,13.548,6.5,867
6109,8765,Nirvana,it,1997-01-24,8.65,6.5,248
6110,924482,The Ledge,en,2022-02-18,98.181,6.5,276
6111,489326,Mortal,en,2020-02-28,16.903,6.5,429
6112,38575,The Karate Kid,en,2010-06-10,57.825,6.5,5501
6113,417859,Puss in Boots,en,2011-10-27,78.152,6.5,3485
6114,392207,The Invisible Guardian,es,2017-03-03,14.194,6.5,614
6115,339408,The Birth of a Nation,en,2016-09-09,10.706,6.5,498
6116,10567,Dinosaur,en,2000-05-19,74.418,6.5,2268
6117,13649,High School Musical 2,en,2007-08-17,23.775,6.5,3512
6118,11521,Little Man Tate,en,1991-09-06,11.494,6.5,241
6119,10909,Kalifornia,en,1993-06-24,10.257,6.5,668
6120,10818,Water Lilies,fr,2007-05-17,14.551,6.5,343
6121,2360,Saving Grace,en,2000-01-24,12.969,6.5,380
6122,1493,Miss Congeniality,en,2000-12-22,24.54,6.5,3534
6123,477018,The Translators,fr,2019-12-20,11.555,6.5,437
6124,11400,The New World,en,2005-12-25,11.01,6.5,1033
6125,9664,Flyboys,en,2006-09-22,12.07,6.5,719
6126,9399,Lionheart,en,1990-06-07,44.622,6.5,912
6127,623195,Falling Inn Love,en,2019-08-29,16.267,6.5,1085
6128,60175,The Under-Gifted,fr,1980-04-30,9.505,6.5,408
6129,30689,Four Flies on Grey Velvet,it,1971-12-17,10.83,6.5,322
6130,11282,Harold & Kumar Go to White Castle,en,2004-05-30,15.71,6.5,1849
6131,11247,A Cinderella Story,en,2004-07-10,28.067,6.5,2985
6132,8840,DragonHeart,en,1996-05-31,16.918,6.5,1807
6133,11551,Small Soldiers,en,1998-07-10,19.155,6.5,1924
6134,466081,The Informer,en,2019-08-30,19.718,6.5,714
6135,359246,Hell House LLC,en,2015-10-16,11.171,6.5,330
6136,242224,The Babadook,en,2014-05-22,32.216,6.5,5562
6137,10782,Basic,en,2003-04-18,13.784,6.5,928
6138,628914,Queenpins,en,2021-08-26,24.171,6.5,315
6139,36586,Blade II,en,2002-03-22,48.314,6.5,4287
6140,12524,Titus,en,1999-12-25,12.503,6.5,235
6141,11543,Kingpin,en,1996-07-04,18.916,6.5,754
6142,11198,City Hunter,cn,1993-01-01,25.288,6.5,331
6143,10126,Colors,en,1988-04-15,19.525,6.5,389
6144,4413,The Brave One,en,2007-09-12,11.927,6.5,852
6145,522938,Rambo: Last Blood,en,2019-09-19,61.182,6.5,3483
6146,270946,Penguins of Madagascar,en,2014-11-22,77.023,6.5,3775
6147,248774,Obvious Child,en,2014-06-06,7.51,6.5,396
6148,24122,The Rebound,en,2009-09-16,20.802,6.5,823
6149,401545,Everybody Knows,es,2018-05-09,13.74,6.5,876
6150,125521,Slayers Return,ja,1996-08-03,7.586,6.5,1788
6151,73454,X,en,2011-11-23,17.142,6.5,226
6152,39371,L'allenatore nel pallone,it,1984-10-26,6.406,6.5,340
6153,398588,Dismissed,en,2017-10-08,10.033,6.5,253
6154,273271,Time Lapse,en,2014-05-24,10.225,6.5,1111
6155,15655,The Tigger Movie,en,2000-02-11,18.463,6.5,513
6156,12106,The Quick and the Dead,en,1995-02-09,24.709,6.5,1516
6157,10147,Bad Santa,en,2003-11-26,13.022,6.5,1889
6158,246655,X-Men: Apocalypse,en,2016-05-18,62.969,6.5,12133
6159,109428,Evil Dead,en,2013-04-05,60.588,6.5,4180
6160,43629,Doodlebug,en,1997-01-01,7.438,6.5,416
6161,25059,Homeward Bound II: Lost in San Francisco,en,1996-03-08,14.624,6.5,416
6162,293167,Kong: Skull Island,en,2017-03-08,50.327,6.5,9617
6163,77221,Black Gold,en,2011-12-21,8.516,6.5,244
6164,33408,The Crush,en,1993-04-02,23.437,6.5,433
6165,10184,He's Just Not That Into You,en,2009-02-06,31.869,6.5,3348
6166,339927,Kevin Hart: What Now?,en,2016-10-14,8.754,6.5,230
6167,22897,It's Complicated,en,2009-12-23,13.535,6.5,1260
6168,531438,Holiday in the Wild,en,2019-11-06,12.918,6.5,493
6169,389868,Seoul Station,ko,2016-08-17,10.562,6.5,388
6170,2789,The Chronicles of Riddick,en,2004-06-11,17.69,6.5,3679
6171,295964,Burnt,en,2015-10-02,15.01,6.5,3110
6172,274862,The Lego Ninjago Movie,en,2017-09-21,31.652,6.5,910
6173,274479,Joy,en,2015-12-24,19.061,6.5,3811
6174,73567,Killer Joe,en,2011-09-10,15.696,6.5,1257
6175,57120,Meek's Cutoff,en,2010-09-05,9.793,6.5,230
6176,10502,The Man Without a Face,en,1993-08-25,10.343,6.5,461
6177,193,Star Trek: Generations,en,1994-11-18,14.573,6.5,1177
6178,829560,The Next 365 Days,pl,2022-08-19,135.995,6.5,835
6179,773655,Death to 2020,en,2020-12-27,8.817,6.5,648
6180,80591,W.E.,en,2011-09-01,11.789,6.5,247
6181,13704,License to Drive,en,1988-07-06,14.429,6.5,319
6182,10970,Silent Movie,en,1976-06-17,10.145,6.5,258
6183,610253,Halloween Kills,en,2021-10-14,62.64,6.5,2331
6184,400650,Mary Poppins Returns,en,2018-12-13,26.2,6.5,3071
6185,324744,You Can't Save Yourself Alone,it,2015-03-05,4.851,6.5,214
6186,41154,Men in Black 3,en,2012-05-23,45.87,6.5,9594
6187,10052,Dragonfly,en,2002-02-22,18.323,6.5,769
6188,4244,The Kid,en,2000-07-07,14.521,6.5,853
6189,699,For Your Eyes Only,en,1981-06-24,30.343,6.5,1640
6190,661231,Operation Mincemeat,en,2022-04-01,15.218,6.5,523
6191,227700,Anna,en,2013-10-13,12.649,6.5,558
6192,13573,The United States of Leland,en,2003-01-18,10.409,6.5,278
6193,10622,Mr. Nice Guy,cn,1997-01-31,24.495,6.5,586
6194,8909,Wanted,en,2008-06-19,32.377,6.5,6508
6195,916605,The Infernal Machine,en,2022-09-23,92.13,6.5,200
6196,467482,A Man in a Hurry,fr,2018-11-07,8.554,6.5,283
6197,157847,Joe,en,2013-05-16,13.696,6.5,849
6198,39101,Dragon Ball Z: The Tree of Might,ja,1990-06-07,51.543,6.5,487
6199,9276,The Faculty,en,1998-12-25,29.53,6.5,1743
6200,6283,MouseHunt,en,1997-12-19,22.077,6.5,1123
6201,37269,My Fake Fiance,en,2009-04-19,7.573,6.5,238
6202,14510,From Beyond,en,1986-10-24,20.747,6.5,458
6203,13665,Arthur,en,1981-07-17,15.044,6.5,372
6204,6069,The Witches of Eastwick,en,1987-06-12,21.214,6.5,1230
6205,435,The Day After Tomorrow,en,2004-05-26,40.353,6.5,7353
6206,417384,Scary Stories to Tell in the Dark,en,2019-08-08,31.562,6.5,2387
6207,1990,Paranoid Park,en,2007-07-12,7.769,6.5,478
6208,43947,I Spit on Your Grave,en,2010-06-17,43.311,6.5,2019
6209,15070,Undisputed,en,2002-07-17,35.236,6.5,634
6210,18111,Bride of Re-Animator,en,1990-09-01,10.641,6.5,389
6211,381890,The Mermaid,zh,2016-02-08,27.251,6.5,347
6212,273477,Scouts Guide to the Zombie Apocalypse,en,2015-10-23,54.229,6.5,1716
6213,17710,Hey Arnold! The Movie,en,2002-06-28,15.045,6.5,326
6214,15739,Annie,en,1982-05-21,20.291,6.5,622
6215,15261,Bring It On: In It to Win It,en,2007-12-12,1.008,6.5,476
6216,13161,Big Stan,en,2007-06-06,31.423,6.5,787
6217,302,Swimming Pool,en,2003-05-21,14.798,6.5,614
6218,449756,The Postcard Killings,en,2020-03-13,17.613,6.5,472
6219,369230,Them Who?,it,2015-11-19,5.612,6.5,387
6220,267192,Genius,en,2016-06-10,7.777,6.5,618
6221,12437,Underworld: Rise of the Lycans,en,2009-01-22,34.646,6.5,3298
6222,535,Flashdance,en,1983-04-14,23.208,6.5,1293
6223,691683,Cheaper by the Dozen,en,2022-03-18,26.505,6.5,223
6224,673174,Offering to the Storm,es,2020-07-24,14.598,6.5,277
6225,665251,Altered Carbon: Resleeved,ja,2020-03-19,14.638,6.5,244
6226,624860,The Matrix Resurrections,en,2021-12-16,91.993,6.5,4922
6227,441282,Night Hunter,en,2019-08-29,29.705,6.5,734
6228,376659,Bad Moms,en,2016-07-28,22.512,6.5,3859
6229,354279,Charming,en,2018-03-26,14.776,6.5,238
6230,172385,Rio 2,en,2014-03-19,42.715,6.5,3160
6231,116711,Epic,en,2013-05-15,36.14,6.5,2518
6232,73358,Page Eight,en,2011-08-28,8.132,6.5,233
6233,51991,Romantics Anonymous,fr,2010-12-22,9.3,6.5,482
6234,10872,The Ref,en,1994-03-09,8.7,6.5,282
6235,8194,A Guide to Recognizing Your Saints,en,2006-09-29,7.536,6.5,271
6236,398929,Alibi.com,fr,2017-02-15,13.498,6.5,1549
6237,258099,Just Before I Go,en,2015-04-24,8.158,6.5,293
6238,101669,Mother's Day,en,2010-09-23,8.892,6.5,373
6239,68724,Elysium,en,2013-08-07,31.162,6.5,8157
6240,604872,Skyfire,zh,2019-12-12,18.495,6.5,229
6241,475303,A Rainy Day in New York,en,2019-07-26,1.561,6.5,2052
6242,247182,El Niño,es,2014-08-29,10.431,6.5,230
6243,19268,So Happy Together,fr,2009-06-17,5.277,6.5,233
6244,708,The Living Daylights,en,1987-06-29,31.108,6.5,1555
6245,146015,The Double,en,2014-04-03,7.292,6.5,884
6246,102382,The Amazing Spider-Man 2,en,2014-04-16,108.92,6.5,12242
6247,41823,Mo' Better Blues,en,1990-08-03,11.431,6.5,204
6248,11980,The Prophecy,en,1995-09-01,15.596,6.5,441
6249,74,War of the Worlds,en,2005-06-28,47.566,6.5,7648
6250,621151,Spell,en,2020-10-30,16.256,6.5,349
6251,484718,Coming 2 America,en,2021-03-04,26.723,6.5,1999
6252,458897,Charlie's Angels,en,2019-11-14,36.744,6.5,2733
6253,407436,Mowgli: Legend of the Jungle,en,2018-11-25,29.483,6.5,2360
6254,12085,Mad Money,en,2008-01-17,18.719,6.5,606
6255,9716,Everyone Says I Love You,en,1996-12-06,12.665,6.5,567
6256,763148,Time Is Up,en,2021-09-09,23.236,6.5,590
6257,575100,When Mom Is Away,it,2019-02-07,8.411,6.5,445
6258,341174,Fifty Shades Darker,en,2017-02-08,68.289,6.5,7221
6259,309302,Wolf Totem,zh,2015-02-19,10.795,6.5,351
6260,204922,Before I Go to Sleep,en,2014-09-03,21.145,6.5,1849
6261,57825,Bride & Prejudice,en,2004-02-11,14.591,6.5,339
6262,1710,Copycat,en,1995-05-03,15.414,6.5,829
6263,605116,Project Power,en,2020-08-14,21.354,6.5,2598
6264,10466,The Money Pit,en,1986-03-26,26.663,6.5,1001
6265,8868,Asterix vs. Caesar,fr,1985-03-06,12.657,6.5,512
6266,603119,The Silencing,en,2020-07-18,49.032,6.5,526
6267,537739,Can You Keep a Secret?,en,2019-09-13,16.704,6.5,817
6268,63492,What's Your Number?,en,2011-09-30,22.507,6.5,2167
6269,15373,Role Models,en,2008-11-07,16.84,6.5,1702
6270,12610,Osmosis Jones,en,2001-08-10,19.105,6.5,941
6271,1965,A Perfect Murder,en,1998-06-05,20.397,6.5,1212
6272,397517,Be Somebody,en,2016-06-10,9.259,6.5,251
6273,13053,Bolt,en,2008-11-21,88.842,6.5,5524
6274,1013860,R.I.P.D. 2: Rise of the Damned,en,2022-11-15,117.301,6.5,507
6275,574097,Oh Mercy,fr,2019-08-21,4.93,6.5,227
6276,540901,Hustlers,en,2019-09-12,24.142,6.5,2735
6277,532620,Let's Dance,fr,2019-03-27,7.541,6.5,308
6278,34996,The Addiction,en,1995-01-10,8.577,6.5,228
6279,25155,The Stepfather,en,1987-01-23,13.07,6.5,268
6280,12222,Horton Hears a Who!,en,2008-03-03,34.407,6.5,2996
6281,9035,Slither,en,2006-03-31,19.571,6.5,1334
6282,401469,Widows,en,2018-11-06,19.044,6.5,2127
6283,301804,Before I Wake,en,2016-04-07,12.956,6.5,1703
6284,252838,The Wedding Ringer,en,2015-01-16,28.342,6.5,1480
6285,17921,Planet of the Vampires,it,1965-09-15,11.943,6.5,203
6286,842,The Assassination of Richard Nixon,en,2004-05-17,6.128,6.5,257
6287,399360,Alpha,en,2018-08-17,35.238,6.5,2375
6288,27582,The Mechanic,en,2011-01-13,39.557,6.5,2908
6289,20943,The Ugly Truth,en,2009-07-24,26.821,6.5,3273
6290,15567,Stitch! The Movie,en,2003-08-26,20.494,6.5,640
6291,11827,Heavy Metal,en,1981-08-07,17.43,6.5,600
6292,10894,May,en,2003-05-02,11.385,6.5,529
6293,520900,The Personal History of David Copperfield,en,2019-11-07,11.532,6.5,407
6294,492282,Like a Cat on a Highway,it,2017-12-28,10.278,6.5,854
6295,229297,Magic in the Moonlight,en,2014-07-25,10.286,6.5,1951
6296,68812,The Iceman,en,2012-09-01,17.899,6.5,905
6297,47218,Happythankyoumoreplease,en,2011-03-04,6.438,6.5,243
6298,584,2 Fast 2 Furious,en,2003-06-05,8.115,6.5,6715
6299,152,Star Trek: The Motion Picture,en,1979-12-07,20.668,6.5,1538
6300,345637,Sanjay's Super Team,en,2015-11-18,8.272,6.5,232
6301,316000,Miles Ahead,en,2016-01-22,8.577,6.5,206
6302,16690,Return to Never Land,en,2002-02-14,22.124,6.5,2193
6303,10760,Sydney White,en,2007-09-21,16.829,6.5,972
6304,10390,For Love of the Game,en,1999-09-17,12.509,6.5,370
6305,446791,All the Money in the World,en,2017-12-21,17.419,6.5,2086
6306,37725,It's a Boy Girl Thing,en,2006-07-15,15.484,6.5,964
6307,11559,Tideland,en,2005-09-09,13.087,6.5,493
6308,5353,The Hunting Party,en,2007-09-03,8.692,6.5,281
6309,335051,God Willing,it,2015-04-09,6.392,6.5,562
6310,214075,Words and Pictures,en,2014-05-22,8.075,6.5,201
6311,177271,Lego Batman: The Movie - DC Super Heroes Unite,en,2013-05-21,2.876,6.5,234
6312,13205,Bambi II,en,2006-01-26,24.579,6.5,890
6313,9779,The Sisterhood of the Traveling Pants,en,2005-06-01,12.142,6.5,1202
6314,9077,Tarantula,en,1955-12-14,15.023,6.5,234
6315,594718,Sputnik,ru,2020-09-08,27.87,6.5,625
6316,489245,The Kill Team,en,2019-10-17,20.337,6.5,342
6317,400157,Wonder Park,en,2019-03-13,30.629,6.5,633
6318,238751,Best of the Best,en,1989-11-10,14.217,6.5,245
6319,72431,Red Tails,en,2012-01-19,30.108,6.5,556
6320,72387,Safe,en,2012-04-16,55.0,6.5,2209
6321,10527,Madagascar: Escape 2 Africa,en,2008-10-30,67.366,6.5,6312
6322,482,Shaft,en,1971-06-25,16.699,6.5,308
6323,464052,Wonder Woman 1984,en,2020-12-16,87.913,6.5,7760
6324,444539,The Bookshop,en,2017-11-10,10.07,6.5,390
6325,390054,Sand Castle,en,2017-04-21,20.521,6.5,711
6326,25472,Merry Madagascar,en,2009-11-16,17.602,6.5,260
6327,24548,Just One of the Guys,en,1985-04-26,13.407,6.5,257
6328,1551,Flatliners,en,1990-08-10,24.259,6.5,1366
6329,723419,Mr. Harrigan's Phone,en,2022-10-05,38.119,6.5,664
6330,654028,The Christmas Chronicles: Part Two,en,2020-11-18,27.088,6.5,889
6331,515818,Yao,fr,2019-01-23,8.721,6.5,227
6332,84355,Your Sister's Sister,en,2011-09-11,6.93,6.5,304
6333,253,Live and Let Die,en,1973-06-27,22.621,6.5,1798
6334,529962,The Perfection,en,2018-09-20,12.29,6.5,1221
6335,243684,"Men, Women & Children",en,2014-10-17,14.973,6.5,826
6336,157827,Louder Than Bombs,en,2015-10-01,7.962,6.5,289
6337,73723,The Lorax,en,2012-03-01,244.888,6.5,3145
6338,13483,Awake,en,2007-11-28,17.605,6.5,1241
6339,7442,Sleeping with the Enemy,en,1991-01-13,22.501,6.5,933
6340,547539,Sweetheart,fr,2019-03-13,4.974,6.5,224
6341,375012,Under the Shadow,fa,2016-09-30,14.174,6.5,600
6342,157849,A Most Wanted Man,en,2014-07-25,12.362,6.5,1220
6343,10347,Dobermann,fr,1997-06-18,13.838,6.5,442
6344,10081,The Principal,en,1987-09-18,12.916,6.5,247
6345,9870,Forgetting Sarah Marshall,en,2008-04-17,21.556,6.5,3099
6346,7516,Smokin' Aces,en,2006-12-09,20.088,6.5,1470
6347,6444,Auntie Danielle,fr,1990-04-04,5.647,6.5,204
6348,12242,Mulan II,en,2004-11-03,35.947,6.5,2152
6349,10961,Behind the Mask: The Rise of Leslie Vernon,en,2006-08-29,8.468,6.5,388
6350,10866,Joy Ride,en,2001-10-05,23.867,6.5,1034
6351,8346,My Big Fat Greek Wedding,en,2002-02-22,16.316,6.5,1926
6352,736790,Chupa,en,2023-04-07,82.027,6.5,276
6353,625568,Unhinged,en,2020-07-16,23.976,6.5,1962
6354,225728,Macbeth,en,2015-08-16,12.841,6.5,1355
6355,199575,These Final Hours,en,2014-07-31,12.584,6.5,504
6356,47760,Restless,en,2011-09-16,7.207,6.5,370
6357,9437,Kiss the Girls,en,1997-09-29,19.94,6.5,1337
6358,9086,Young Guns II,en,1990-08-01,15.039,6.5,478
6359,740985,Borat Subsequent Moviefilm,en,2020-10-23,26.217,6.5,2236
6360,653598,Spree,en,2020-08-14,15.218,6.5,360
6361,639798,32 Malasana Street,es,2020-01-17,21.286,6.5,613
6362,433502,The Aftermath,en,2019-03-01,29.392,6.5,594
6363,39100,Dragon Ball Z: The World's Strongest,ja,1990-03-10,51.347,6.5,425
6364,9535,Analyze This,en,1999-03-05,20.011,6.5,1670
6365,797840,Dry,it,2022-09-29,6.621,6.5,251
6366,70006,Never Back Down 2: The Beatdown,en,2011-09-13,25.931,6.5,587
6367,41592,StreetDance 3D,en,2010-05-19,9.05,6.5,385
6368,8279,Paris,fr,2008-02-20,8.295,6.5,292
6369,708336,Return of the Tooth Fairy,en,2020-06-15,14.6,6.5,847
6370,526051,Look Away,en,2018-10-12,20.016,6.5,748
6371,411736,Batman: Return of the Caped Crusaders,en,2016-10-08,11.895,6.5,238
6372,306947,The Invitation,en,2015-07-03,12.573,6.5,2351
6373,193893,Let's Be Cops,en,2014-08-13,54.015,6.5,2568
6374,12600,Pokémon 4Ever,ja,2001-07-06,25.465,6.5,371
6375,8198,The Quiet American,en,2002-11-22,7.976,6.5,261
6376,528985,Assimilate,en,2019-05-24,13.412,6.5,236
6377,453755,Arctic,en,2018-11-21,12.698,6.5,1074
6378,50620,The Twilight Saga: Breaking Dawn - Part 2,en,2012-11-13,75.351,6.5,8290
6379,13680,The Game Plan,en,2007-09-28,29.216,6.5,1846
6380,261023,Black Mass,en,2015-09-04,21.307,6.5,3094
6381,39874,My Bloody Valentine,en,1981-02-11,14.138,6.5,402
6382,11808,U.S. Marshals,en,1998-03-06,22.462,6.5,1399
6383,10660,It Could Happen to You,en,1994-07-29,23.208,6.5,627
6384,9522,Wedding Crashers,en,2005-07-13,21.504,6.5,4018
6385,8288,A Midsummer Night's Sex Comedy,en,1982-07-16,11.12,6.5,353
6386,400,Things to Do in Denver When You're Dead,en,1995-12-01,11.696,6.5,331
6387,738646,Operation Christmas Drop,en,2020-11-05,11.295,6.5,500
6388,505026,Death on the Nile,en,2022-02-09,55.268,6.5,2906
6389,435707,Skins,es,2017-06-09,14.462,6.5,477
6390,280996,Mr. Holmes,en,2015-06-19,14.217,6.5,1728
6391,96,Beverly Hills Cop II,en,1987-05-18,23.604,6.5,2126
6392,788929,Lamb,is,2021-08-12,18.048,6.5,663
6393,287689,7 Days in Hell,en,2015-07-11,11.421,6.5,339
6394,270343,Love at First Fight,fr,2014-08-20,6.871,6.5,402
6395,11001,Blue Streak,en,1999-09-17,20.693,6.5,1324
6396,9691,Assassins,en,1995-10-06,24.046,6.5,1383
6397,636,THX 1138,en,1971-03-11,12.119,6.5,835
6398,121826,Quartet,en,2012-09-08,9.085,6.5,335
6399,18405,The Last House on the Left,en,2009-03-13,32.159,6.5,1569
6400,9839,Beyond Borders,en,2003-10-23,10.766,6.5,367
6401,566454,The Mystery of Henri Pick,fr,2019-03-06,6.473,6.5,408
6402,210947,Afflicted,en,2014-04-04,13.383,6.5,505
6403,38542,The Disappearance of Alice Creed,en,2009-09-12,13.463,6.5,495
6404,37910,Voices of a Distant Star,ja,2002-02-02,21.838,6.5,266
6405,18898,Looking for Eric,en,2009-05-27,7.154,6.5,291
6406,16523,Where the Wild Things Are,en,2009-10-16,29.066,6.5,1684
6407,15602,Grumpier Old Men,en,1995-12-22,9.786,6.5,337
6408,8665,K-19: The Widowmaker,en,2002-07-19,13.712,6.5,871
6409,4233,Scream 2,en,1997-12-12,53.307,6.5,3612
6410,669664,"My Donkey, My Lover & I",fr,2020-09-16,9.361,6.5,297
6411,617708,La Llorona,es,2019-07-25,31.464,6.5,296
6412,536437,Hypnotic,en,2023-05-11,528.446,6.5,393
6413,119569,Marvel One-Shot: Item 47,en,2012-09-13,15.546,6.5,468
6414,14397,Whisper,en,2007-11-27,10.998,6.5,244
6415,11899,The Muppets Take Manhattan,en,1984-06-27,10.758,6.5,327
6416,664,Twister,en,1996-05-10,32.663,6.5,2878
6417,334878,Blind Date,fr,2015-05-06,9.16,6.5,518
6418,45243,The Hangover Part II,en,2011-05-25,70.51,6.5,9695
6419,38363,Fair Game,en,2010-05-20,9.74,6.5,686
6420,33689,It Takes Two,en,1995-11-17,21.237,6.5,812
6421,15363,Something New,en,2006-01-29,8.209,6.5,211
6422,14052,Revenge of the Nerds,en,1984-07-20,12.947,6.5,642
